id,song,artist,week,valence,track_id,lyrics
256,Маніфест,Artem Pivovarov,2023-01-20,0.422,0pWMr82unREASQGFJrrI5S,
257,"Ти щаслива будеш - Гай, зелений гай",Dima PROKOPOV,2023-01-20,0.492,2TTuBKeQWoukafWDPufIlq,
258,Зай - Shnaps Remix,"Анна Трінчер, Shnaps",2023-01-20,0.678,04M7w39gAe2CUkf9AXJKCZ,
259,Добрий день Everybody,"Мюслі UA, VASIA CHARISMA",2023-01-20,0.572,7xIlDDAM1RpASn4o16S2F3,
260,Ой на горі,Artem Pivovarov,2023-01-20,0.469,1kTtW9kzGGxbQISdhe8pzG,
261,Voin,"YARMAK, TARABAROVA",2023-01-20,0.358,6mxPj26zVw51cqeRxxNOed,
262,МОЯ КРАЇНА,"YARMAK, Tof",2023-01-20,0.395,3ND8vamqbTuI1QDhoP6ekH,
263,Hypnotized,"Purple Disco Machine, Sophie and the Giants",2023-01-20,0.707,7HxWZggiHyGWT9ZSmWzcxu,
264,Незламна,ЛЮСЯ КАВА,2023-01-20,0.276,3uFBrdXhDkmuN6xxUgS9rs,
265,Ванька-Встанька,Маша Кондратенко,2023-01-20,0.62,00ZFbk7oYrtx8nup5y58BO,
266,Враже (енджі крейда cover),Damidas,2023-01-20,0.12,0ekzVQWGaD6oHBINV8JY5h,
267,In The Shadows Of Ukraine (feat. The Rasmus),"KALUSH, Kalush Orchestra, The Rasmus",2023-01-20,0.758,5dSOtyf70O6fG1xm4xFeTD,
268,Враже (енджі крейда cover),Damidas,2023-01-20,0.12,0ekzVQWGaD6oHBINV8JY5h,
269,"Там, де",Ivan NAVI,2023-01-20,0.814,3mYqEtddAhUoLHkPLdARQn,
270,Сіґеле-міґеле,NAZVA,2023-01-20,0.118,6Xa97kTbaQKlf0KMTY2qGJ,
271,Пробач,YAKTAK,2023-01-20,0.134,5pN1b9d11LxVNg24kIvyiE,
272,Не забудем і не пробачим,SKOFKA,2023-01-20,0.543,6KvQKU21c1ZGEoOajKfim0,
273,Alugalug Cat (Symphonic Mashup),The Kiffness,2023-01-20,0.519,4V9kve9oiv2k4zyY0JEwqP,
274,Кришталь,NK,2023-01-20,0.609,1ixJTPRUzQfa7a1wwhLs9B,
275,As It Was,Harry Styles,2023-01-20,0.662,4Dvkj6JhhA12EX05fT7y2e,
276,MMM,Minelli,2023-01-20,0.661,2wtjKTnfYimgKi9cPxPBPV,
277,Пес Патрон,Karta Svitu,2023-01-20,0.947,1D3rciTrWK2SgwjQrGZntM,
278,Гуляли,KOZAK SIROMAHA,2023-01-20,0.675,6xnczQ0seXKiu4sPnYEyui,
279,По барам,ANNA ASTI,2023-01-20,0.428,4zOLAk87gHl97sbqmntbJG,
280,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2023-01-20,0.238,3nqQXoyQOWXiESFLlDF1hG,
281,Марічка,Patsyki Z Franeka,2023-01-20,0.466,2WoksKIDPQ8o90cqDbgE7L,
282,Бахмут,Spiv Brativ,2023-01-20,0.524,1w8Dgp27eGiKu51jZHFSsZ,
283,Воїни світла,Lyapis Trubetskoy,2023-01-20,0.403,64hFcUEAhSODWUm4ZtqEaH,
284,Цей сон - Radio Edit,"Леся Нікітюк, Степан Гіга",2023-01-20,0.627,3T5Fm5kBmenqaVCCwc2Cov,
285,Доброго вечора - Where Are You From,PROBASS ∆ HARDI,2023-01-20,0.406,0O3TZYgwaRadNprRONZ7iX,
286,Мрієшся,CHEEV,2023-01-20,0.326,6BGf2maOpSS5aznYkv9BfR,
287,Bloody Mary,Lady Gaga,2023-01-20,0.432,11BKm0j4eYoCPPpCONAVwA,
288,Живи,YULIYA ROZNEN,2023-01-20,0.255,4gAftAo7JKij3ubl7iLQEZ,
289,Моя Украïна,"TamerlanAlena, Andi Vax",2023-01-20,0.442,5vmTyrE2mSg9wvAFNLRaOr,
290,Моя країна,Arsen Mirzoyan,2023-01-20,0.513,1MBiKjChdXChGDwxJxm9ib,
291,Infinity,Jaymes Young,2023-01-20,0.494,1SOClUWhOi8vHZYMz3GluK,
292,Квіти мінних зон,Okean Elzy,2023-01-20,0.427,6RSoNbRPI3DY0NICU0xL8L,
293,Силуети,"SadSvit, СТРУКТУРА ЩАСТЯ",2023-01-20,0.387,61BaxM1NIcadLu3gtWm2uT,
294,Окупанту,MBreeze,2023-01-20,0.968,09NXCjWIBMQDQLOv6AMyDN,
295,КОНТРНАСТУП,SHYMAN,2023-01-20,0.61,40QgLaQZLrz8FIVeB472Ld,
296,Пишу тобі листа - Rap Edition,"Ivan NAVI, ХАС",2023-01-20,0.422,48xn7zMEnr2goU2WX0Njn3,
297,Ты так красива,Quest Pistols,2023-01-20,0.785,73O5XIJJGhN7oFqkhffMi1,
298,Кружит,MONATIK,2023-01-20,0.694,2MvXw1lGFDRasfQviQptIh,
299,Чорне і біле,ZOZULYA,2023-01-20,0.139,7inT18SoRHT6PEE0F9J8Xs,
300,КАК MOMMY,INSTASAMKA,2023-01-20,0.386,0R848ny5sEpVuR1tMXZNFr,
301,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",2023-01-20,0.942,6zSpb8dQRaw0M1dK8PBwQz,
302,Свята Джавеліна,TaRuta,2023-01-20,0.967,3QhPhr3hTKp8e07xKpulWz,
303,The Motto - Robert Georgescu & White Remix,"Tiësto, Ava Max, Robert Georgescu & White",2023-01-20,0.828,6jiiZursE0NfrjmThWe8f6,
304,Молюся і вірю,"IKSIY, SESTRA, BITZ",2023-01-20,0.547,32EazktY43tJKcjNnWrntm,
305,БАТЬКО НАШ БАНДЕРА,"GLOVA, MANIN, GOVORUN",2023-01-20,0.788,7eLDFivWlXy3iA1iVVVSts,
306,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",2023-01-20,0.502,3sa06xVNmLLYIxdNNmVQN8,
307,Heart of Steel,TVORCHI,2023-01-20,0.338,155yInH5aDNEI1MkcX6NNk,
308,УКРАЇНА ПОНАД УСЕ,Мюслі UA,2023-01-20,0.239,5qf2pNjkK4vUMfJ9koZzz2,
309,"Як ти, херсоне?",Spiv Brativ,2023-01-20,0.584,6Ulg8SiNJGEg7eDpnEB9aU,
310,Плакала Калина - Shnaps Remix,"POLINA DASHKOVA, Shnaps",2023-01-20,0.429,7LpHw8Kojwnca4GdcD1Xxq,
311,В дорогу,SKOFKA,2023-01-20,0.605,5kbgubYr6PK4NRy1bfAVdH,
312,Я Солдат - 2022 UA Version – Sobi Remix,"Serhii Babkin, Sobi",2023-01-20,0.314,3bPxgtekvuyDAOqzTUXCOL,
313,Невідомий Герой,PTASHKIN,2023-01-20,0.562,0fDfRB7OwD9HU6eXiqY7fY,
314,Rampampam,Minelli,2023-01-20,0.437,1esZgaqm0YKN87CIP3orJ3,
315,Лента за Лентою,ХАС,2023-01-20,0.703,0WcUxXoHhMbDQZxecUGbok,
316,Люди як кораблі,Antytila,2023-01-20,0.418,6iXggLYvLeiccxZq61pl2i,
317,КОЗАЦЬКОМУ_РОДУ,Jerry Heil,2023-01-20,0.254,6NePBUCeIGqfnIQag5crC0,
318,Бий москаля,FIЇNKA,2023-01-20,0.719,5be1bYkrGdqv5wJj84UhDe,
319,Take You Dancing,Jason Derulo,2023-01-20,0.753,59qrUpoplZxbIZxk6X0Bm3,
320,Tdme,Antytila,2023-01-20,0.598,2Pa6q36FP2oAM5q1hFjVSG,
321,Лелека,"MamaRika, YAKTAK",2023-01-20,0.542,13gy7wNdXhofTQyWHK1UbP,
322,Стиль,Wellboy,2023-01-20,0.836,6JQ35ZJlMD79PcTKGzuABl,
323,Ти неймовірна,Quest Pistols,2023-01-20,0.534,7dpget8s2QN51jYbNqVYtG,
324,"Добрий ранок, Україно",Нумер 482,2023-01-20,0.579,5YZNLIF1saO6y3T8FaQoom,
325,Моя хулиганка,Xolidayboy,2023-01-20,0.374,5waJ2AZCEWt9mJPFBwvZp2,
326,інша любов,ENLEO,2023-01-20,0.117,6JrGELYUIbZvBV74j4Q5LN,
327,Flowers,Miley Cyrus,2023-01-27,0.632,7DSAEUvxU8FajXtRloy8M0,
328,Чути гімн,SKOFKA,2023-01-27,0.422,4Yzlz45QgjUKZmN2KrK4AP,
329,Там у тополі,"Artem Pivovarov, NK",2023-01-27,0.655,4TP5hCUeQ6QwYzPkTfxG6G,
330,Щоб не було,DOROFEEVA,2023-01-27,0.381,7krNeHssTmY3ijTox4OBbD,
331,Гарно так,CHEEV,2023-01-27,0.798,3yRDM5tBS7H8HG64y3x9kw,
332,Stefania (Kalush Orchestra),"KALUSH, Kalush Orchestra",2023-01-27,0.324,2vHzOWRKYPLu8umRPIFuOq,
333,Вишнi,Wellboy,2023-01-27,0.635,1xHs6PLjlvqihewyitoP3A,
334,Батьківщина,"SKOFKA, KALUSH",2023-01-27,0.502,33s2G0h9EOdyaKlKr15ngE,
335,Додому,Wellboy,2023-01-27,0.219,6gtK39SLszESqJFu2SkId3,
336,Біля серця,KOLA,2023-01-27,0.598,20SSuP71R4A88qHQu4BKY6,
337,Рандеву,Artem Pivovarov,2023-01-27,0.684,3R02XSW0lDknR5ZVFiTVrc,
338,ЗА ДЕНЬГИ ДА,INSTASAMKA,2023-01-27,0.314,4PGzoH4hL1vORGOTxHdWjB,
339,Чекає вдома (feat. DOVI),"YAKTAK, DOVI",2023-01-27,0.702,5F9CLUvuRyku0ZdT4ljPQt,
340,High Come Down,Chico & Coolwadda,2023-01-27,0.667,4gc19xZ8SvONdW6ZVHlYSO,
341,Монро,Slavik Pogosov,2023-01-27,0.118,5sQpS3fyw6VBpPioNlrCn1,
342,Вечорниці - Добрий день Everybody,"100лиця, SKYLERR",2023-01-27,0.336,64Qnw6jO2dnkjV9una5peq,
343,Not About Us - Byjoelmichael Remix,"Alis Shuka, Byjoelmichael",2023-01-27,0.348,4iwY29UTTw5N9ZGtMsAqCF,
344,Shot a friend,Holy Molly,2023-01-27,0.463,27yUNsQo2CPPokNw69M23X,
345,MIDDLE OF THE NIGHT,Elley Duhé,2023-01-27,0.0899,58HvfVOeJY7lUuCqF0m3ly,
346,Won't Forget You (Edit),Shouse,2023-01-27,0.555,3I10tZ5MgEMo4WryCNJkZQ,
347,Який ти козак,"Анна Трінчер, POSITIFF",2023-01-27,0.463,56jFeULddnrAOxtlLmTCFC,
348,"Ти щаслива будеш - Гай, зелений гай",Dima PROKOPOV,2023-01-27,0.492,2TTuBKeQWoukafWDPufIlq,
349,"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,2023-01-27,0.468,05eZlxyjbkHMPCnunUasCS,
350,Зай - Shnaps Remix,"Анна Трінчер, Shnaps",2023-01-27,0.678,04M7w39gAe2CUkf9AXJKCZ,
351,Ой на горі,Artem Pivovarov,2023-01-27,0.469,1kTtW9kzGGxbQISdhe8pzG,
352,Маніфест,Artem Pivovarov,2023-01-27,0.422,0pWMr82unREASQGFJrrI5S,
353,Voin,"YARMAK, TARABAROVA",2023-01-27,0.358,6mxPj26zVw51cqeRxxNOed,
354,Добрий день Everybody,"Мюслі UA, VASIA CHARISMA",2023-01-27,0.572,7xIlDDAM1RpASn4o16S2F3,
355,Незламна,ЛЮСЯ КАВА,2023-01-27,0.276,3uFBrdXhDkmuN6xxUgS9rs,
356,Hypnotized,"Purple Disco Machine, Sophie and the Giants",2023-01-27,0.707,7HxWZggiHyGWT9ZSmWzcxu,
357,Ванька-Встанька,Маша Кондратенко,2023-01-27,0.62,00ZFbk7oYrtx8nup5y58BO,
358,Враже (енджі крейда cover),Damidas,2023-01-27,0.12,0ekzVQWGaD6oHBINV8JY5h,
359,Infinity,Jaymes Young,2023-01-27,0.494,1SOClUWhOi8vHZYMz3GluK,
360,МОЯ КРАЇНА,"YARMAK, Tof",2023-01-27,0.395,3ND8vamqbTuI1QDhoP6ekH,
361,In The Shadows Of Ukraine (feat. The Rasmus),"KALUSH, Kalush Orchestra, The Rasmus",2023-01-27,0.758,5dSOtyf70O6fG1xm4xFeTD,
362,Доброго вечора - Where Are You From,PROBASS ∆ HARDI,2023-01-27,0.406,0O3TZYgwaRadNprRONZ7iX,
363,Враже (енджі крейда cover),Damidas,2023-01-27,0.12,0ekzVQWGaD6oHBINV8JY5h,
364,Сіґеле-міґеле,NAZVA,2023-01-27,0.118,6Xa97kTbaQKlf0KMTY2qGJ,
365,Не забудем і не пробачим,SKOFKA,2023-01-27,0.543,6KvQKU21c1ZGEoOajKfim0,
366,Мрієшся,CHEEV,2023-01-27,0.326,6BGf2maOpSS5aznYkv9BfR,
367,Марічка,Patsyki Z Franeka,2023-01-27,0.466,2WoksKIDPQ8o90cqDbgE7L,
368,Воїни світла,Lyapis Trubetskoy,2023-01-27,0.403,64hFcUEAhSODWUm4ZtqEaH,
369,"Там, де",Ivan NAVI,2023-01-27,0.814,3mYqEtddAhUoLHkPLdARQn,
370,As It Was,Harry Styles,2023-01-27,0.662,4Dvkj6JhhA12EX05fT7y2e,
371,Пробач,YAKTAK,2023-01-27,0.134,5pN1b9d11LxVNg24kIvyiE,
372,Кришталь,NK,2023-01-27,0.609,1ixJTPRUzQfa7a1wwhLs9B,
373,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2023-01-27,0.238,3nqQXoyQOWXiESFLlDF1hG,
374,MMM,Minelli,2023-01-27,0.661,2wtjKTnfYimgKi9cPxPBPV,
375,По барам,ANNA ASTI,2023-01-27,0.428,4zOLAk87gHl97sbqmntbJG,
376,Бахмут,Spiv Brativ,2023-01-27,0.524,1w8Dgp27eGiKu51jZHFSsZ,
377,Alugalug Cat (Symphonic Mashup),The Kiffness,2023-01-27,0.519,4V9kve9oiv2k4zyY0JEwqP,
378,Гуляли,KOZAK SIROMAHA,2023-01-27,0.675,6xnczQ0seXKiu4sPnYEyui,
379,Цей сон - Radio Edit,"Леся Нікітюк, Степан Гіга",2023-01-27,0.627,3T5Fm5kBmenqaVCCwc2Cov,
380,Bloody Mary,Lady Gaga,2023-01-27,0.432,11BKm0j4eYoCPPpCONAVwA,
381,Heart of Steel,TVORCHI,2023-01-27,0.338,155yInH5aDNEI1MkcX6NNk,
382,Живи,YULIYA ROZNEN,2023-01-27,0.255,4gAftAo7JKij3ubl7iLQEZ,
383,Пес Патрон,Karta Svitu,2023-01-27,0.947,1D3rciTrWK2SgwjQrGZntM,
384,Силуети,"SadSvit, СТРУКТУРА ЩАСТЯ",2023-01-27,0.387,61BaxM1NIcadLu3gtWm2uT,
385,Моя країна,Arsen Mirzoyan,2023-01-27,0.513,1MBiKjChdXChGDwxJxm9ib,
386,Пишу тобі листа - Rap Edition,"Ivan NAVI, ХАС",2023-01-27,0.422,48xn7zMEnr2goU2WX0Njn3,
387,Ты так красива,Quest Pistols,2023-01-27,0.785,73O5XIJJGhN7oFqkhffMi1,
388,Чорне і біле,ZOZULYA,2023-01-27,0.139,7inT18SoRHT6PEE0F9J8Xs,
389,Квіти мінних зон,Okean Elzy,2023-01-27,0.427,6RSoNbRPI3DY0NICU0xL8L,
390,Кружит,MONATIK,2023-01-27,0.694,2MvXw1lGFDRasfQviQptIh,
391,КАК MOMMY,INSTASAMKA,2023-01-27,0.386,0R848ny5sEpVuR1tMXZNFr,
392,The Motto - Robert Georgescu & White Remix,"Tiësto, Ava Max, Robert Georgescu & White",2023-01-27,0.828,6jiiZursE0NfrjmThWe8f6,
393,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",2023-01-27,0.942,6zSpb8dQRaw0M1dK8PBwQz,
394,As It Was,Harry Styles,2023-01-27,0.662,4Dvkj6JhhA12EX05fT7y2e,
395,В дорогу,SKOFKA,2023-01-27,0.605,5kbgubYr6PK4NRy1bfAVdH,
396,Дельфіни,"Мята, ХАС",2023-01-27,0.774,7KE6zTJkUlvy3aV1q4zDtf,
397,Невідомий Герой,PTASHKIN,2023-01-27,0.562,0fDfRB7OwD9HU6eXiqY7fY,
398,Моя Украïна,"TamerlanAlena, Andi Vax",2023-01-27,0.442,5vmTyrE2mSg9wvAFNLRaOr,
399,Молюся і вірю,"IKSIY, SESTRA, BITZ",2023-01-27,0.547,32EazktY43tJKcjNnWrntm,
400,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",2023-01-27,0.502,3sa06xVNmLLYIxdNNmVQN8,
401,"Як ти, херсоне?",Spiv Brativ,2023-01-27,0.584,6Ulg8SiNJGEg7eDpnEB9aU,
402,КОНТРНАСТУП,SHYMAN,2023-01-27,0.61,40QgLaQZLrz8FIVeB472Ld,
403,Tdme,Antytila,2023-01-27,0.598,2Pa6q36FP2oAM5q1hFjVSG,
404,Лелека,"MamaRika, YAKTAK",2023-01-27,0.542,13gy7wNdXhofTQyWHK1UbP,
405,Чи разом?,KOLA,2023-01-27,0.228,1DgLyjvwcodlM0KbaffvHc,
406,"Хто, як не ти?",Khrystyna Soloviy,2023-01-27,0.351,1Re4DWmjTSYymDL3SpRE7c,
407,Люди як кораблі,Antytila,2023-01-27,0.418,6iXggLYvLeiccxZq61pl2i,
408,Плакала Калина - Shnaps Remix,"POLINA DASHKOVA, Shnaps",2023-01-27,0.429,7LpHw8Kojwnca4GdcD1Xxq,
409,Shchedrivka - Spotify Singles Holiday,Kalush Orchestra,2023-01-27,0.603,2ScUNIrBDPOR1bj36Z7QjC,
410,Свята Джавеліна,TaRuta,2023-01-27,0.967,3QhPhr3hTKp8e07xKpulWz,
411,Моя хулиганка,Xolidayboy,2023-01-27,0.374,5waJ2AZCEWt9mJPFBwvZp2,
412,Somewhere Only We Know,Keane,2023-01-27,0.368,0ll8uFnc0nANY35E0Lfxvg,
413,Лента за Лентою,ХАС,2023-01-27,0.703,0WcUxXoHhMbDQZxecUGbok,
414,БАТЬКО НАШ БАНДЕРА,"GLOVA, MANIN, GOVORUN",2023-01-27,0.788,7eLDFivWlXy3iA1iVVVSts,
415,Я Солдат - 2022 UA Version – Sobi Remix,"Serhii Babkin, Sobi",2023-01-27,0.314,3bPxgtekvuyDAOqzTUXCOL,
416,Ти неймовірна,Quest Pistols,2023-01-27,0.534,7dpget8s2QN51jYbNqVYtG,
417,2step (feat. Antytila),"Ed Sheeran, Antytila",2023-01-27,0.599,0EgNmGWjnYm3FMyaOW5xsM,
418,Flowers,Miley Cyrus,2023-02-03,0.632,7DSAEUvxU8FajXtRloy8M0,
419,Чути гімн,SKOFKA,2023-02-03,0.422,4Yzlz45QgjUKZmN2KrK4AP,
420,вотсап,DOROFEEVA,2023-02-03,0.142,7iGdK8FeeKfWiLR3Ax6phw,
421,Там у тополі,"Artem Pivovarov, NK",2023-02-03,0.655,4TP5hCUeQ6QwYzPkTfxG6G,
422,Щоб не було,DOROFEEVA,2023-02-03,0.381,7krNeHssTmY3ijTox4OBbD,
423,Гарно так,CHEEV,2023-02-03,0.798,3yRDM5tBS7H8HG64y3x9kw,
424,Stefania (Kalush Orchestra),"KALUSH, Kalush Orchestra",2023-02-03,0.324,2vHzOWRKYPLu8umRPIFuOq,
425,Додому,Wellboy,2023-02-03,0.219,6gtK39SLszESqJFu2SkId3,
426,Біля серця,KOLA,2023-02-03,0.598,20SSuP71R4A88qHQu4BKY6,
427,Батьківщина,"SKOFKA, KALUSH",2023-02-03,0.502,33s2G0h9EOdyaKlKr15ngE,
428,Чекає вдома (feat. DOVI),"YAKTAK, DOVI",2023-02-03,0.702,5F9CLUvuRyku0ZdT4ljPQt,
429,Вишнi,Wellboy,2023-02-03,0.635,1xHs6PLjlvqihewyitoP3A,
430,Рандеву,Artem Pivovarov,2023-02-03,0.684,3R02XSW0lDknR5ZVFiTVrc,
431,High Come Down,Chico & Coolwadda,2023-02-03,0.667,4gc19xZ8SvONdW6ZVHlYSO,
432,"Ти щаслива будеш - Гай, зелений гай",Dima PROKOPOV,2023-02-03,0.492,2TTuBKeQWoukafWDPufIlq,
433,ЗА ДЕНЬГИ ДА,INSTASAMKA,2023-02-03,0.314,4PGzoH4hL1vORGOTxHdWjB,
434,Shot a friend,Holy Molly,2023-02-03,0.463,27yUNsQo2CPPokNw69M23X,
435,Won't Forget You (Edit),Shouse,2023-02-03,0.555,3I10tZ5MgEMo4WryCNJkZQ,
436,Маніфест,Artem Pivovarov,2023-02-03,0.422,0pWMr82unREASQGFJrrI5S,
437,Вечорниці - Добрий день Everybody,"100лиця, SKYLERR",2023-02-03,0.336,64Qnw6jO2dnkjV9una5peq,
438,MIDDLE OF THE NIGHT,Elley Duhé,2023-02-03,0.0899,58HvfVOeJY7lUuCqF0m3ly,
439,Монро,Slavik Pogosov,2023-02-03,0.118,5sQpS3fyw6VBpPioNlrCn1,
440,Який ти козак,"Анна Трінчер, POSITIFF",2023-02-03,0.463,56jFeULddnrAOxtlLmTCFC,
441,Not About Us - Byjoelmichael Remix,"Alis Shuka, Byjoelmichael",2023-02-03,0.348,4iwY29UTTw5N9ZGtMsAqCF,
442,"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,2023-02-03,0.468,05eZlxyjbkHMPCnunUasCS,
443,Зай - Shnaps Remix,"Анна Трінчер, Shnaps",2023-02-03,0.678,04M7w39gAe2CUkf9AXJKCZ,
444,Ой на горі,Artem Pivovarov,2023-02-03,0.469,1kTtW9kzGGxbQISdhe8pzG,
445,Незламна,ЛЮСЯ КАВА,2023-02-03,0.276,3uFBrdXhDkmuN6xxUgS9rs,
446,Добрий день Everybody,"Мюслі UA, VASIA CHARISMA",2023-02-03,0.572,7xIlDDAM1RpASn4o16S2F3,
447,Бахмут,Spiv Brativ,2023-02-03,0.524,1w8Dgp27eGiKu51jZHFSsZ,
448,Hypnotized,"Purple Disco Machine, Sophie and the Giants",2023-02-03,0.707,7HxWZggiHyGWT9ZSmWzcxu,
449,Пробач,YAKTAK,2023-02-03,0.134,5pN1b9d11LxVNg24kIvyiE,
450,Infinity,Jaymes Young,2023-02-03,0.494,1SOClUWhOi8vHZYMz3GluK,
451,Враже (енджі крейда cover),Damidas,2023-02-03,0.12,0ekzVQWGaD6oHBINV8JY5h,
452,"Там, де",Ivan NAVI,2023-02-03,0.814,3mYqEtddAhUoLHkPLdARQn,
453,Ванька-Встанька,Маша Кондратенко,2023-02-03,0.62,00ZFbk7oYrtx8nup5y58BO,
454,Мрієшся,CHEEV,2023-02-03,0.326,6BGf2maOpSS5aznYkv9BfR,
455,Voin,"YARMAK, TARABAROVA",2023-02-03,0.358,6mxPj26zVw51cqeRxxNOed,
456,Доброго вечора - Where Are You From,PROBASS ∆ HARDI,2023-02-03,0.406,0O3TZYgwaRadNprRONZ7iX,
457,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2023-02-03,0.238,3nqQXoyQOWXiESFLlDF1hG,
458,In The Shadows Of Ukraine (feat. The Rasmus),"KALUSH, Kalush Orchestra, The Rasmus",2023-02-03,0.758,5dSOtyf70O6fG1xm4xFeTD,
459,Кружит,MONATIK,2023-02-03,0.694,2MvXw1lGFDRasfQviQptIh,
807,Вишнi,Wellboy,2023-03-03,0.635,1xHs6PLjlvqihewyitoP3A,
460,Враже (енджі крейда cover),Damidas,2023-02-03,0.12,0ekzVQWGaD6oHBINV8JY5h,
461,Кришталь,NK,2023-02-03,0.609,1ixJTPRUzQfa7a1wwhLs9B,
462,As It Was,Harry Styles,2023-02-03,0.662,4Dvkj6JhhA12EX05fT7y2e,
463,Не забудем і не пробачим,SKOFKA,2023-02-03,0.543,6KvQKU21c1ZGEoOajKfim0,
464,MMM,Minelli,2023-02-03,0.661,2wtjKTnfYimgKi9cPxPBPV,
465,Пес Патрон,Karta Svitu,2023-02-03,0.947,1D3rciTrWK2SgwjQrGZntM,
466,Гуляли,KOZAK SIROMAHA,2023-02-03,0.675,6xnczQ0seXKiu4sPnYEyui,
467,По барам,ANNA ASTI,2023-02-03,0.428,4zOLAk87gHl97sbqmntbJG,
468,Воїни світла,Lyapis Trubetskoy,2023-02-03,0.403,64hFcUEAhSODWUm4ZtqEaH,
