id,song,artist,week,valence,track_id,lyrics
469,Alugalug Cat (Symphonic Mashup),The Kiffness,2023-02-03,0.519,4V9kve9oiv2k4zyY0JEwqP,
470,Цей сон - Radio Edit,"Леся Нікітюк, Степан Гіга",2023-02-03,0.627,3T5Fm5kBmenqaVCCwc2Cov,
471,Марічка,Patsyki Z Franeka,2023-02-03,0.466,2WoksKIDPQ8o90cqDbgE7L,
472,Невідомий Герой,PTASHKIN,2023-02-03,0.562,0fDfRB7OwD9HU6eXiqY7fY,
473,Пишу тобі листа - Rap Edition,"Ivan NAVI, ХАС",2023-02-03,0.422,48xn7zMEnr2goU2WX0Njn3,
474,Маяк - Instrumental version,The Hardkiss,2023-02-03,0.0426,0tK2Be0EtYu8QJGzJiy74Q,
475,Чи разом?,KOLA,2023-02-03,0.228,1DgLyjvwcodlM0KbaffvHc,
476,Bloody Mary,Lady Gaga,2023-02-03,0.432,11BKm0j4eYoCPPpCONAVwA,
477,Силуети,"SadSvit, СТРУКТУРА ЩАСТЯ",2023-02-03,0.387,61BaxM1NIcadLu3gtWm2uT,
478,Живи,YULIYA ROZNEN,2023-02-03,0.255,4gAftAo7JKij3ubl7iLQEZ,
479,Сіґеле-міґеле,NAZVA,2023-02-03,0.118,6Xa97kTbaQKlf0KMTY2qGJ,
480,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",2023-02-03,0.502,3sa06xVNmLLYIxdNNmVQN8,
481,Моя країна,Arsen Mirzoyan,2023-02-03,0.513,1MBiKjChdXChGDwxJxm9ib,
482,Моя Украïна,"TamerlanAlena, Andi Vax",2023-02-03,0.442,5vmTyrE2mSg9wvAFNLRaOr,
483,Повернись живим,BEZ OBMEZHEN,2023-02-03,0.365,7BmVzh8qlpDSlPijI2jQFy,
484,The Motto - Robert Georgescu & White Remix,"Tiësto, Ava Max, Robert Georgescu & White",2023-02-03,0.828,6jiiZursE0NfrjmThWe8f6,
485,Свята Джавеліна,TaRuta,2023-02-03,0.967,3QhPhr3hTKp8e07xKpulWz,
486,Чорне і біле,ZOZULYA,2023-02-03,0.139,7inT18SoRHT6PEE0F9J8Xs,
487,МОЯ КРАЇНА,"YARMAK, Tof",2023-02-03,0.395,3ND8vamqbTuI1QDhoP6ekH,
488,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",2023-02-03,0.942,6zSpb8dQRaw0M1dK8PBwQz,
489,КАК MOMMY,INSTASAMKA,2023-02-03,0.386,0R848ny5sEpVuR1tMXZNFr,
490,Лелека,"MamaRika, YAKTAK",2023-02-03,0.542,13gy7wNdXhofTQyWHK1UbP,
491,Фортеця Бахмут,Antytila,2023-02-03,0.595,44FopWyaddRoiuNrD8hlUw,
492,БАТЬКО НАШ БАНДЕРА,"GLOVA, MANIN, GOVORUN",2023-02-03,0.788,7eLDFivWlXy3iA1iVVVSts,
493,Ты так красива,Quest Pistols,2023-02-03,0.785,73O5XIJJGhN7oFqkhffMi1,
494,УКРАЇНА ПОНАД УСЕ,Мюслі UA,2023-02-03,0.239,5qf2pNjkK4vUMfJ9koZzz2,
495,Окупанту,MBreeze,2023-02-03,0.968,09NXCjWIBMQDQLOv6AMyDN,
496,Дельфіни,"Мята, ХАС",2023-02-03,0.774,7KE6zTJkUlvy3aV1q4zDtf,
497,В дорогу,SKOFKA,2023-02-03,0.605,5kbgubYr6PK4NRy1bfAVdH,
498,Стиль,Wellboy,2023-02-03,0.836,6JQ35ZJlMD79PcTKGzuABl,
499,КОНТРНАСТУП,SHYMAN,2023-02-03,0.61,40QgLaQZLrz8FIVeB472Ld,
500,Як відгримить війна,Kozak System,2023-02-03,0.48,6TLSnop7P6kdkT2PtFSmKq,
501,Бий москаля,FIЇNKA,2023-02-03,0.719,5be1bYkrGdqv5wJj84UhDe,
502,Секрет,Druha Rika,2023-02-03,0.0626,4oKWt2qEQiIftqzkdKQdcs,
503,Летять - БомБлять,Andre KRICHE,2023-02-03,0.285,1GPAhOettTBrhc3JIchO7Z,
504,As It Was,Harry Styles,2023-02-03,0.662,4Dvkj6JhhA12EX05fT7y2e,
505,Rampampam,Minelli,2023-02-03,0.437,1esZgaqm0YKN87CIP3orJ3,
506,Lovefool,twocolors,2023-02-03,0.198,51Of5p3lKZeOg6itfs4og4,
507,Ти неймовірна,Quest Pistols,2023-02-03,0.534,7dpget8s2QN51jYbNqVYtG,
508,Молюся і вірю,"IKSIY, SESTRA, BITZ",2023-02-03,0.547,32EazktY43tJKcjNnWrntm,
509,Квіти мінних зон,Okean Elzy,2023-02-03,0.427,6RSoNbRPI3DY0NICU0xL8L,
510,Плакала Калина - Shnaps Remix,"POLINA DASHKOVA, Shnaps",2023-02-03,0.429,7LpHw8Kojwnca4GdcD1Xxq,
511,Фортеця Бахмут,Antytila,2023-02-10,0.595,44FopWyaddRoiuNrD8hlUw,
512,Flowers,Miley Cyrus,2023-02-10,0.632,7DSAEUvxU8FajXtRloy8M0,
513,Чути гімн,SKOFKA,2023-02-10,0.422,4Yzlz45QgjUKZmN2KrK4AP,
514,Там у тополі,"Artem Pivovarov, NK",2023-02-10,0.655,4TP5hCUeQ6QwYzPkTfxG6G,
515,Чекає вдома (feat. DOVI),"YAKTAK, DOVI",2023-02-10,0.702,5F9CLUvuRyku0ZdT4ljPQt,
516,Щоб не було,DOROFEEVA,2023-02-10,0.381,7krNeHssTmY3ijTox4OBbD,
517,Додому,Wellboy,2023-02-10,0.219,6gtK39SLszESqJFu2SkId3,
518,Гарно так,CHEEV,2023-02-10,0.798,3yRDM5tBS7H8HG64y3x9kw,
519,Біля серця,KOLA,2023-02-10,0.598,20SSuP71R4A88qHQu4BKY6,
520,Вишнi,Wellboy,2023-02-10,0.635,1xHs6PLjlvqihewyitoP3A,
521,"Ти щаслива будеш - Гай, зелений гай",Dima PROKOPOV,2023-02-10,0.492,2TTuBKeQWoukafWDPufIlq,
522,Рандеву,Artem Pivovarov,2023-02-10,0.684,3R02XSW0lDknR5ZVFiTVrc,
523,Батьківщина,"SKOFKA, KALUSH",2023-02-10,0.502,33s2G0h9EOdyaKlKr15ngE,
524,High Come Down,Chico & Coolwadda,2023-02-10,0.667,4gc19xZ8SvONdW6ZVHlYSO,
525,вотсап,DOROFEEVA,2023-02-10,0.142,7iGdK8FeeKfWiLR3Ax6phw,
526,Вечорниці - Добрий день Everybody,"100лиця, SKYLERR",2023-02-10,0.336,64Qnw6jO2dnkjV9una5peq,
527,ЗА ДЕНЬГИ ДА,INSTASAMKA,2023-02-10,0.314,4PGzoH4hL1vORGOTxHdWjB,
528,Маніфест,Artem Pivovarov,2023-02-10,0.422,0pWMr82unREASQGFJrrI5S,
529,Not About Us - Byjoelmichael Remix,"Alis Shuka, Byjoelmichael",2023-02-10,0.348,4iwY29UTTw5N9ZGtMsAqCF,
530,Який ти козак,"Анна Трінчер, POSITIFF",2023-02-10,0.463,56jFeULddnrAOxtlLmTCFC,
531,Зай - Shnaps Remix,"Анна Трінчер, Shnaps",2023-02-10,0.678,04M7w39gAe2CUkf9AXJKCZ,
532,Shot a friend,Holy Molly,2023-02-10,0.463,27yUNsQo2CPPokNw69M23X,
533,Won't Forget You (Edit),Shouse,2023-02-10,0.555,3I10tZ5MgEMo4WryCNJkZQ,
534,Незламна,ЛЮСЯ КАВА,2023-02-10,0.276,3uFBrdXhDkmuN6xxUgS9rs,
535,Повільно,Adam,2023-02-10,0.481,0NYvacFqoJdJggiOynzbur,
536,Voin,"YARMAK, TARABAROVA",2023-02-10,0.358,6mxPj26zVw51cqeRxxNOed,
537,"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,2023-02-10,0.468,05eZlxyjbkHMPCnunUasCS,
538,Монро,Slavik Pogosov,2023-02-10,0.118,5sQpS3fyw6VBpPioNlrCn1,
539,Добрий день Everybody,"Мюслі UA, VASIA CHARISMA",2023-02-10,0.572,7xIlDDAM1RpASn4o16S2F3,
540,Бахмут,Spiv Brativ,2023-02-10,0.524,1w8Dgp27eGiKu51jZHFSsZ,
541,Гуляли,KOZAK SIROMAHA,2023-02-10,0.675,6xnczQ0seXKiu4sPnYEyui,
542,Ой на горі,Artem Pivovarov,2023-02-10,0.469,1kTtW9kzGGxbQISdhe8pzG,
543,Hypnotized,"Purple Disco Machine, Sophie and the Giants",2023-02-10,0.707,7HxWZggiHyGWT9ZSmWzcxu,
544,Враже (енджі крейда cover),Damidas,2023-02-10,0.12,0ekzVQWGaD6oHBINV8JY5h,
545,MIDDLE OF THE NIGHT,Elley Duhé,2023-02-10,0.0899,58HvfVOeJY7lUuCqF0m3ly,
546,Мрієшся,CHEEV,2023-02-10,0.326,6BGf2maOpSS5aznYkv9BfR,
547,Infinity,Jaymes Young,2023-02-10,0.494,1SOClUWhOi8vHZYMz3GluK,
548,Ванька-Встанька,Маша Кондратенко,2023-02-10,0.62,00ZFbk7oYrtx8nup5y58BO,
549,Враже (енджі крейда cover),Damidas,2023-02-10,0.12,0ekzVQWGaD6oHBINV8JY5h,
550,"Там, де",Ivan NAVI,2023-02-10,0.814,3mYqEtddAhUoLHkPLdARQn,
551,Доброго вечора - Where Are You From,PROBASS ∆ HARDI,2023-02-10,0.406,0O3TZYgwaRadNprRONZ7iX,
552,Не забудем і не пробачим,SKOFKA,2023-02-10,0.543,6KvQKU21c1ZGEoOajKfim0,
553,Марічка,Patsyki Z Franeka,2023-02-10,0.466,2WoksKIDPQ8o90cqDbgE7L,
554,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",2023-02-10,0.238,3nqQXoyQOWXiESFLlDF1hG,
555,По барам,ANNA ASTI,2023-02-10,0.428,4zOLAk87gHl97sbqmntbJG,
556,Stefania (Kalush Orchestra),"KALUSH, Kalush Orchestra",2023-02-10,0.324,2vHzOWRKYPLu8umRPIFuOq,
557,Кришталь,NK,2023-02-10,0.609,1ixJTPRUzQfa7a1wwhLs9B,
558,In The Shadows Of Ukraine (feat. The Rasmus),"KALUSH, Kalush Orchestra, The Rasmus",2023-02-10,0.758,5dSOtyf70O6fG1xm4xFeTD,
559,MMM,Minelli,2023-02-10,0.661,2wtjKTnfYimgKi9cPxPBPV,
560,Цей сон - Radio Edit,"Леся Нікітюк, Степан Гіга",2023-02-10,0.627,3T5Fm5kBmenqaVCCwc2Cov,
561,Чорне і біле,ZOZULYA,2023-02-10,0.139,7inT18SoRHT6PEE0F9J8Xs,
562,As It Was,Harry Styles,2023-02-10,0.662,4Dvkj6JhhA12EX05fT7y2e,
563,Пес Патрон,Karta Svitu,2023-02-10,0.947,1D3rciTrWK2SgwjQrGZntM,
564,Невідомий Герой,PTASHKIN,2023-02-10,0.562,0fDfRB7OwD9HU6eXiqY7fY,
565,Силуети,"SadSvit, СТРУКТУРА ЩАСТЯ",2023-02-10,0.387,61BaxM1NIcadLu3gtWm2uT,
566,Воїни світла,Lyapis Trubetskoy,2023-02-10,0.403,64hFcUEAhSODWUm4ZtqEaH,
567,Моя країна,Arsen Mirzoyan,2023-02-10,0.513,1MBiKjChdXChGDwxJxm9ib,
568,Bloody Mary,Lady Gaga,2023-02-10,0.432,11BKm0j4eYoCPPpCONAVwA,
569,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",2023-02-10,0.502,3sa06xVNmLLYIxdNNmVQN8,
570,Пишу тобі листа - Rap Edition,"Ivan NAVI, ХАС",2023-02-10,0.422,48xn7zMEnr2goU2WX0Njn3,
571,Відьма,Vsivdoma,2023-02-10,0.667,2oU2e0WRQAoBnCnNvcsu0x,
572,Alugalug Cat (Symphonic Mashup),The Kiffness,2023-02-10,0.519,4V9kve9oiv2k4zyY0JEwqP,
573,Кружит,MONATIK,2023-02-10,0.694,2MvXw1lGFDRasfQviQptIh,
574,Окупанту,MBreeze,2023-02-10,0.968,09NXCjWIBMQDQLOv6AMyDN,
575,Ты так красива,Quest Pistols,2023-02-10,0.785,73O5XIJJGhN7oFqkhffMi1,
576,КАК MOMMY,INSTASAMKA,2023-02-10,0.386,0R848ny5sEpVuR1tMXZNFr,
577,Вона,"Taras Chubay, Плач Єремії",2023-02-10,0.334,1qDqswcqJ7QxtbVlDv5P6W,
578,Tuesday (feat. Danelle Sandoval) - Radio Edit,"Burak Yeter, Danelle Sandoval",2023-02-10,0.702,3jb6qb2BtrOeQP0UprQ67y,
579,Легковажна,SKAI,2023-02-10,0.563,4v46N2yKTs6bAupAw9DTcm,
580,Восьмий колір,Motor'Rolla,2023-02-10,0.31,5grohwSCKaYj35Ea8LjpUT,
581,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",2023-02-10,0.942,6zSpb8dQRaw0M1dK8PBwQz,
582,Човен,Odyn v Kanoe,2023-02-10,0.553,12L3PRi1KaDiCPhFngI6Al,
583,Свята Джавеліна,TaRuta,2023-02-10,0.967,3QhPhr3hTKp8e07xKpulWz,
584,Люди як кораблі,Antytila,2023-02-10,0.418,6iXggLYvLeiccxZq61pl2i,
585,В дорогу,SKOFKA,2023-02-10,0.605,5kbgubYr6PK4NRy1bfAVdH,
586,Народна,ЛЮСЯ КАВА,2023-02-10,0.489,4GU8TwA4SywyeUxHV0hmt1,
587,Лелека,"MamaRika, YAKTAK",2023-02-10,0.542,13gy7wNdXhofTQyWHK1UbP,
588,БАТЬКО НАШ БАНДЕРА,"GLOVA, MANIN, GOVORUN",2023-02-10,0.788,7eLDFivWlXy3iA1iVVVSts,
589,УКРАЇНА ПОНАД УСЕ,Мюслі UA,2023-02-10,0.239,5qf2pNjkK4vUMfJ9koZzz2,
590,Живи,YULIYA ROZNEN,2023-02-10,0.255,4gAftAo7JKij3ubl7iLQEZ,
591,Дельфіни,"Мята, ХАС",2023-02-10,0.774,7KE6zTJkUlvy3aV1q4zDtf,
592,Моя Украïна,"TamerlanAlena, Andi Vax",2023-02-10,0.442,5vmTyrE2mSg9wvAFNLRaOr,
593,КОНТРНАСТУП,SHYMAN,2023-02-10,0.61,40QgLaQZLrz8FIVeB472Ld,
594,METAMORPHOSIS - Sped Up,INTERWORLD,2023-02-10,0.136,6MlIIJwO4FxnOlrpOrS4hU,
595,ily (i love you baby) (Topic Remix) [feat. Emilee],"Surf Mesa, Topic, Emilee",2023-02-10,0.589,4TpXLhpLYQPMHM1A8W9J84,
596,Троянди,100лиця,2023-02-10,0.306,3pube0HS3OSWDVIpQfU0Q0,
597,Бий москаля,FIЇNKA,2023-02-10,0.719,5be1bYkrGdqv5wJj84UhDe,
598,Летять - БомБлять,Andre KRICHE,2023-02-10,0.285,1GPAhOettTBrhc3JIchO7Z,
599,Як відгримить війна,Kozak System,2023-02-10,0.48,6TLSnop7P6kdkT2PtFSmKq,
600,Молюся і вірю,"IKSIY, SESTRA, BITZ",2023-02-10,0.547,32EazktY43tJKcjNnWrntm,
601,Save Your Tears,The Weeknd,2023-02-10,0.644,5QO79kh1waicV47BqGRL3g,
602,As It Was,Harry Styles,2023-02-10,0.662,4Dvkj6JhhA12EX05fT7y2e,
603,Rampampam,Minelli,2023-02-10,0.437,1esZgaqm0YKN87CIP3orJ3,
604,Фортеця Бахмут,Antytila,2023-02-17,0.595,44FopWyaddRoiuNrD8hlUw,
605,Flowers,Miley Cyrus,2023-02-17,0.632,7DSAEUvxU8FajXtRloy8M0,
606,Чути гімн,SKOFKA,2023-02-17,0.422,4Yzlz45QgjUKZmN2KrK4AP,
607,Чекає вдома (feat. DOVI),"YAKTAK, DOVI",2023-02-17,0.702,5F9CLUvuRyku0ZdT4ljPQt,
608,Там у тополі,"Artem Pivovarov, NK",2023-02-17,0.655,4TP5hCUeQ6QwYzPkTfxG6G,
609,Додому,Wellboy,2023-02-17,0.219,6gtK39SLszESqJFu2SkId3,
610,Щоб не було,DOROFEEVA,2023-02-17,0.381,7krNeHssTmY3ijTox4OBbD,
611,вотсап,DOROFEEVA,2023-02-17,0.142,7iGdK8FeeKfWiLR3Ax6phw,
612,Біля серця,KOLA,2023-02-17,0.598,20SSuP71R4A88qHQu4BKY6,
613,High Come Down,Chico & Coolwadda,2023-02-17,0.667,4gc19xZ8SvONdW6ZVHlYSO,
614,Батьківщина,"SKOFKA, KALUSH",2023-02-17,0.502,33s2G0h9EOdyaKlKr15ngE,
615,Вечорниці - Добрий день Everybody,"100лиця, SKYLERR",2023-02-17,0.336,64Qnw6jO2dnkjV9una5peq,
616,"Ти щаслива будеш - Гай, зелений гай",Dima PROKOPOV,2023-02-17,0.492,2TTuBKeQWoukafWDPufIlq,
617,Гарно так,CHEEV,2023-02-17,0.798,3yRDM5tBS7H8HG64y3x9kw,
618,Маніфест,Artem Pivovarov,2023-02-17,0.422,0pWMr82unREASQGFJrrI5S,
619,Рандеву,Artem Pivovarov,2023-02-17,0.684,3R02XSW0lDknR5ZVFiTVrc,
620,Кукла колдуна,Korol i Shut,2023-02-17,0.635,2DYzsMQpO7xOw7b3JwyIWP,
621,Вишнi,Wellboy,2023-02-17,0.635,1xHs6PLjlvqihewyitoP3A,
622,MIDDLE OF THE NIGHT,Elley Duhé,2023-02-17,0.0899,58HvfVOeJY7lUuCqF0m3ly,
623,Hypnotized,"Purple Disco Machine, Sophie and the Giants",2023-02-17,0.707,7HxWZggiHyGWT9ZSmWzcxu,
624,Shot a friend,Holy Molly,2023-02-17,0.463,27yUNsQo2CPPokNw69M23X,
625,Зай - Shnaps Remix,"Анна Трінчер, Shnaps",2023-02-17,0.678,04M7w39gAe2CUkf9AXJKCZ,
626,Повільно,Adam,2023-02-17,0.481,0NYvacFqoJdJggiOynzbur,
627,ЗА ДЕНЬГИ ДА,INSTASAMKA,2023-02-17,0.314,4PGzoH4hL1vORGOTxHdWjB,
628,Voin,"YARMAK, TARABAROVA",2023-02-17,0.358,6mxPj26zVw51cqeRxxNOed,
629,Незламна,ЛЮСЯ КАВА,2023-02-17,0.276,3uFBrdXhDkmuN6xxUgS9rs,
630,Враже (енджі крейда cover),Damidas,2023-02-17,0.12,0ekzVQWGaD6oHBINV8JY5h,
631,Монро,Slavik Pogosov,2023-02-17,0.118,5sQpS3fyw6VBpPioNlrCn1,
632,Гуляли,KOZAK SIROMAHA,2023-02-17,0.675,6xnczQ0seXKiu4sPnYEyui,
633,Heavy Metal Love,twocolors,2023-02-17,0.457,07VcTAooOBP8hIluuUS5xr,
634,Який ти козак,"Анна Трінчер, POSITIFF",2023-02-17,0.463,56jFeULddnrAOxtlLmTCFC,
635,Воїни світла,Lyapis Trubetskoy,2023-02-17,0.403,64hFcUEAhSODWUm4ZtqEaH,
636,Пишу тобі листа - Rap Edition,"Ivan NAVI, ХАС",2023-02-17,0.422,48xn7zMEnr2goU2WX0Njn3,
637,Ой на горі,Artem Pivovarov,2023-02-17,0.469,1kTtW9kzGGxbQISdhe8pzG,
638,Враже (енджі крейда cover),Damidas,2023-02-17,0.12,0ekzVQWGaD6oHBINV8JY5h,
639,Не забудем і не пробачим,SKOFKA,2023-02-17,0.543,6KvQKU21c1ZGEoOajKfim0,
640,Бахмут,Spiv Brativ,2023-02-17,0.524,1w8Dgp27eGiKu51jZHFSsZ,
641,Not About Us - Byjoelmichael Remix,"Alis Shuka, Byjoelmichael",2023-02-17,0.348,4iwY29UTTw5N9ZGtMsAqCF,
642,Невідомий Герой,PTASHKIN,2023-02-17,0.562,0fDfRB7OwD9HU6eXiqY7fY,
643,Stefania (Kalush Orchestra),"KALUSH, Kalush Orchestra",2023-02-17,0.324,2vHzOWRKYPLu8umRPIFuOq,
644,Марічка,Patsyki Z Franeka,2023-02-17,0.466,2WoksKIDPQ8o90cqDbgE7L,
645,По барам,ANNA ASTI,2023-02-17,0.428,4zOLAk87gHl97sbqmntbJG,
646,"Мова вітру - З м/ф ""Мавка. Лісова пісня""","Artem Pivovarov, Khrystyna Soloviy",2023-02-17,0.214,7n1uVnlAdVdp6w7NNQr7oD,
647,Силуети,"SadSvit, СТРУКТУРА ЩАСТЯ",2023-02-17,0.387,61BaxM1NIcadLu3gtWm2uT,
648,Ванька-Встанька,Маша Кондратенко,2023-02-17,0.62,00ZFbk7oYrtx8nup5y58BO,
649,MMM,Minelli,2023-02-17,0.661,2wtjKTnfYimgKi9cPxPBPV,
650,Чорне і біле,ZOZULYA,2023-02-17,0.139,7inT18SoRHT6PEE0F9J8Xs,
651,Цей сон - Radio Edit,"Леся Нікітюк, Степан Гіга",2023-02-17,0.627,3T5Fm5kBmenqaVCCwc2Cov,
652,"Там, де",Ivan NAVI,2023-02-17,0.814,3mYqEtddAhUoLHkPLdARQn,
653,As It Was,Harry Styles,2023-02-17,0.662,4Dvkj6JhhA12EX05fT7y2e,
654,Infinity,Jaymes Young,2023-02-17,0.494,1SOClUWhOi8vHZYMz3GluK,
655,Моя країна,Arsen Mirzoyan,2023-02-17,0.513,1MBiKjChdXChGDwxJxm9ib,
656,In The Shadows Of Ukraine (feat. The Rasmus),"KALUSH, Kalush Orchestra, The Rasmus",2023-02-17,0.758,5dSOtyf70O6fG1xm4xFeTD,
657,Won't Forget You (Edit),Shouse,2023-02-17,0.555,3I10tZ5MgEMo4WryCNJkZQ,
658,Доброго вечора - Where Are You From,PROBASS ∆ HARDI,2023-02-17,0.406,0O3TZYgwaRadNprRONZ7iX,
659,Троянди,100лиця,2023-02-17,0.306,3pube0HS3OSWDVIpQfU0Q0,
660,Лелека,"MamaRika, YAKTAK",2023-02-17,0.542,13gy7wNdXhofTQyWHK1UbP,
661,"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,2023-02-17,0.468,05eZlxyjbkHMPCnunUasCS,
662,Пес Патрон,Karta Svitu,2023-02-17,0.947,1D3rciTrWK2SgwjQrGZntM,
663,Кришталь,NK,2023-02-17,0.609,1ixJTPRUzQfa7a1wwhLs9B,
664,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU",2023-02-17,0.942,6zSpb8dQRaw0M1dK8PBwQz,
665,Восьмий колір,Motor'Rolla,2023-02-17,0.31,5grohwSCKaYj35Ea8LjpUT,
666,Відьма,Vsivdoma,2023-02-17,0.667,2oU2e0WRQAoBnCnNvcsu0x,
667,Живи,YULIYA ROZNEN,2023-02-17,0.255,4gAftAo7JKij3ubl7iLQEZ,
668,МОЯ КРАЇНА,"YARMAK, Tof",2023-02-17,0.395,3ND8vamqbTuI1QDhoP6ekH,
669,As It Was,Harry Styles,2023-02-17,0.662,4Dvkj6JhhA12EX05fT7y2e,
670,Окупанту,MBreeze,2023-02-17,0.968,09NXCjWIBMQDQLOv6AMyDN,
671,Легковажна,SKAI,2023-02-17,0.563,4v46N2yKTs6bAupAw9DTcm,
672,Bloody Mary,Lady Gaga,2023-02-17,0.432,11BKm0j4eYoCPPpCONAVwA,
673,Мрієшся,CHEEV,2023-02-17,0.326,6BGf2maOpSS5aznYkv9BfR,
674,Джеральдіна,Arsen Mirzoyan,2023-02-17,0.323,0S5xP1mN9mqQlmklHyJeJL,
675,В дорогу,SKOFKA,2023-02-17,0.605,5kbgubYr6PK4NRy1bfAVdH,
676,Where Did You Go? (feat. MNEK),"Jax Jones, MNEK",2023-02-17,0.502,3sa06xVNmLLYIxdNNmVQN8,
677,The Motto - Robert Georgescu & White Remix,"Tiësto, Ava Max, Robert Georgescu & White",2023-02-17,0.828,6jiiZursE0NfrjmThWe8f6,
678,abcdefu,GAYLE,2023-02-17,0.415,4fouWK6XVHhzl78KzQ1UjL,
679,інша любов,ENLEO,2023-02-17,0.117,6JrGELYUIbZvBV74j4Q5LN,
680,Молюся і вірю,"IKSIY, SESTRA, BITZ",2023-02-17,0.547,32EazktY43tJKcjNnWrntm,
681,Народна,ЛЮСЯ КАВА,2023-02-17,0.489,4GU8TwA4SywyeUxHV0hmt1,
682,Ты так красива,Quest Pistols,2023-02-17,0.785,73O5XIJJGhN7oFqkhffMi1,
683,Тебе - собі,KOLA,2023-02-17,0.116,5YKrl96QnEDPQNYKTCfokP,
684,Як відгримить війна,Kozak System,2023-02-17,0.48,6TLSnop7P6kdkT2PtFSmKq,
